,SaliencyV0,SaliencyV1,SaliencyV2,SaliencyV4,TopYfeats
0,0.046901498,0.43761772,0.02909181,0.4845192,"Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_1of4,Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA"
1,0.13329151,0.71801054,0.1663425,0.851302,"Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_1of4,Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA"
2,0.21907656,0.4991897,0.08299142,0.71826625,"Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_1of4,Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA"
3,0.14048293,0.640259,-0.0365763,0.78074193,"Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_1of4,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4,Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA"
4,0.14401934,0.8187434,0.16592352,0.9627627,"Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_1of4,Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_Correlation_RWC_Mito_RNA"
5,0.04814702,0.36446783,0.15366626,0.41261485,"Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_1of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4"
6,0.13818018,0.6362137,-0.01898561,0.7743939,"Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_1of4,Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4"
7,0.07486737,0.5976228,0.21213618,0.6724902,"Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_1of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4,Nuclei.Nuclei_Correlation_RWC_RNA_Mito"
8,0.057199378,0.44001776,0.17411257,0.49721715,"Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_1of4,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_Correlation_RWC_Mito_RNA"
9,0.14341556,0.7553106,0.26568663,0.89872617,"Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_1of4,Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4,Nuclei.Nuclei_Correlation_RWC_RNA_Mito"
10,0.06414175,0.5405118,0.32411522,0.60465354,"Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_1of4,Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_Correlation_RWC_Mito_RNA"
11,0.046013925,0.4044478,0.27467808,0.45046172,"Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_1of4,Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_Correlation_RWC_RNA_Mito"
12,0.052795436,0.20131862,0.10145131,0.25411406,"Nuclei.Nuclei_AreaShape_Solidity,Nuclei.Nuclei_AreaShape_Zernike_6_6,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4,Nuclei.Nuclei_Correlation_RWC_RNA_Mito"
13,0.18878897,0.4431927,0.10200963,0.6319817,"Cytoplasm.Cytoplasm_Correlation_Overlap_DNA_ER,Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4"
14,0.0880016,0.6194487,0.3306688,0.70745033,"Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_1of4,Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4,Nuclei.Nuclei_Correlation_RWC_RNA_Mito"
15,0.086962685,0.49422562,0.13213646,0.5811883,"Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_1of4,Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_Correlation_RWC_Mito_RNA"
16,0.11070596,0.6674035,0.09727595,0.7781095,"Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_1of4,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA"
17,0.033187833,0.24269171,0.052008927,0.27587953,"Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_4of4,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4"
18,0.0789268,0.58529925,0.40062144,0.66422606,"Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_1of4,Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_Correlation_RWC_Mito_RNA"
19,0.04711993,0.38386732,0.08898032,0.43098724,"Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_1of4,Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4"
20,0.12742305,0.63254184,0.15460521,0.7599649,"Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_1of4,Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4"
21,0.05988863,0.5485929,0.42233652,0.6084815,"Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_1of4,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4,Nuclei.Nuclei_Correlation_RWC_RNA_Mito"
22,0.10178655,0.5493917,0.010643378,0.65117824,"Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_1of4,Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_1of4,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_2of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA"
