,SaliencyV0,SaliencyV1,SaliencyV2,SaliencyV4,TopYfeats
18,0.22806227,0.36820385,0.2983454,0.59626615,"Nuclei.Nuclei_Granularity_2_Brightfield,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_RadialDistribution_RadialCV_Brightfield_1of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_Granularity_5_DNA"
19,0.10456507,0.31604776,0.12432392,0.4206128,"Nuclei.Nuclei_Granularity_5_DNA,Nuclei.Nuclei_RadialDistribution_RadialCV_Brightfield_1of4,Nuclei.Nuclei_Granularity_2_Brightfield,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_Correlation_RWC_Mito_RNA"
20,0.079330705,0.3829686,0.13969924,0.46229932,"Nuclei.Nuclei_RadialDistribution_RadialCV_Brightfield_1of4,Nuclei.Nuclei_Granularity_2_Brightfield,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_Granularity_5_DNA,Nuclei.Nuclei_Correlation_RWC_Mito_RNA"
21,0.060123652,0.50311863,0.18591085,0.5632423,"Nuclei.Nuclei_RadialDistribution_RadialCV_Brightfield_1of4,Nuclei.Nuclei_AreaShape_Solidity,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_Granularity_5_DNA,Nuclei.Nuclei_Correlation_RWC_RNA_Mito"
22,0.17850204,0.58288413,0.03129757,0.76138616,"Nuclei.Nuclei_Granularity_5_DNA,Nuclei.Nuclei_Granularity_2_Brightfield,Nuclei.Nuclei_RadialDistribution_RadialCV_Brightfield_1of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_Correlation_RWC_RNA_Mito"
23,0.27741662,0.72362137,0.15495843,1.001038,"Nuclei.Nuclei_Granularity_2_Brightfield,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_Granularity_5_DNA,Nuclei.Nuclei_RadialDistribution_RadialCV_Brightfield_1of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA"
24,0.15990849,0.6077421,0.18117514,0.76765054,"Nuclei.Nuclei_Granularity_2_Brightfield,Nuclei.Nuclei_Granularity_5_DNA,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_RadialDistribution_RadialCV_Brightfield_1of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA"
25,0.10237325,0.21459642,0.13480324,0.31696966,"Nuclei.Nuclei_AreaShape_Solidity,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_Granularity_5_DNA,Nuclei.Nuclei_Granularity_2_Brightfield,Nuclei.Nuclei_Correlation_RWC_Mito_RNA"
26,0.1435323,0.57159436,0.24875343,0.71512663,"Nuclei.Nuclei_Granularity_2_Brightfield,Nuclei.Nuclei_Granularity_5_DNA,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_RadialDistribution_RadialCV_Brightfield_1of4"
27,0.06567596,0.43565997,0.25789267,0.5013359,"Nuclei.Nuclei_Granularity_2_Brightfield,Nuclei.Nuclei_Granularity_5_DNA,Nuclei.Nuclei_AreaShape_Solidity,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_Correlation_RWC_Mito_RNA"
28,0.16041061,0.6729509,0.21192391,0.8333615,"Nuclei.Nuclei_AreaShape_Solidity,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_Granularity_5_DNA,Nuclei.Nuclei_RadialDistribution_RadialCV_Brightfield_1of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA"
29,0.18147202,0.41379684,0.15120173,0.59526885,"Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_Granularity_5_DNA,Nuclei.Nuclei_RadialDistribution_RadialCV_Brightfield_1of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_Granularity_2_Brightfield"
30,0.4049836,0.6111734,0.036284663,1.016157,"Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_Granularity_2_Brightfield,Nuclei.Nuclei_Granularity_5_DNA,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_RadialDistribution_RadialCV_Brightfield_1of4"
31,0.11018718,0.36871576,0.23653325,0.47890294,"Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_Granularity_5_DNA,Nuclei.Nuclei_Granularity_2_Brightfield,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_RadialDistribution_RadialCV_Brightfield_1of4"
32,0.22951064,0.3414885,0.14055249,0.57099915,"Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_Granularity_5_DNA,Nuclei.Nuclei_Granularity_2_Brightfield,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_RadialDistribution_RadialCV_Brightfield_1of4"
33,0.10396741,0.328801,0.018891994,0.4327684,"Nuclei.Nuclei_AreaShape_Solidity,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_Granularity_2_Brightfield,Nuclei.Nuclei_Granularity_5_DNA,Nuclei.Nuclei_Correlation_RWC_Mito_RNA"
34,0.11917679,0.46323562,0.07909133,0.5824124,"Nuclei.Nuclei_RadialDistribution_RadialCV_Brightfield_1of4,Nuclei.Nuclei_Granularity_2_Brightfield,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_Granularity_5_DNA,Nuclei.Nuclei_Correlation_RWC_RNA_Mito"
35,0.15356284,0.6237448,0.10138421,0.7773076,"Nuclei.Nuclei_RadialDistribution_RadialCV_Brightfield_1of4,Nuclei.Nuclei_Granularity_2_Brightfield,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_Correlation_RWC_Mito_RNA,Nuclei.Nuclei_Granularity_5_DNA"
36,0.22003251,0.7713429,0.28767464,0.9913754,"Nuclei.Nuclei_Granularity_5_DNA,Nuclei.Nuclei_Granularity_2_Brightfield,Nuclei.Nuclei_Correlation_RWC_RNA_Mito,Nuclei.Nuclei_RadialDistribution_RadialCV_Brightfield_1of4,Nuclei.Nuclei_Correlation_RWC_Mito_RNA"
