,FeatureNames,Saliency
56,Cytoplasm.Cytoplasm_RadialDistribution_RadialCV_ER_3of4,0.00031808898
863,Nuclei.Nuclei_RadialDistribution_MeanFrac_Mito_1of4,0.0003163905
99,Cells.Cells_Granularity_7_Mito,0.00031632674
47,Cells.Cells_Neighbors_PercentTouching_Adjacent,0.00031630733
920,Cytoplasm.Cytoplasm_Granularity_2_Mito,0.00031624187
100,Cytoplasm.Cytoplasm_Granularity_9_AGP,0.00031589792
155,Cytoplasm.Cytoplasm_RadialDistribution_RadialCV_AGP_2of4,0.0003148426
1038,Nuclei.Nuclei_Correlation_Overlap_ER_RNA,0.00031432914
111,Cytoplasm.Cytoplasm_Correlation_Correlation_AGP_Brightfield,0.0003139231
262,Cytoplasm.Cytoplasm_AreaShape_Zernike_5_3,0.0003138794
45,Nuclei.Nuclei_Correlation_RWC_RNA_ER,0.00031171922
774,Cells.Cells_Correlation_Manders_DNA_ER,0.00031155194
858,Cytoplasm.Cytoplasm_Granularity_9_ER,0.00031069157
495,Cytoplasm.Cytoplasm_RadialDistribution_RadialCV_RNA_3of4,0.00030991205
1270,Cytoplasm.Cytoplasm_Correlation_K_ER_Brightfield,0.0003097998
944,Cells.Cells_AreaShape_Zernike_9_5,0.00030821937
613,Nuclei.Nuclei_AreaShape_Zernike_4_2,0.00030726913
1077,Cells.Cells_RadialDistribution_RadialCV_ER_1of4,0.000306845
283,Cells.Cells_Correlation_Manders_DNA_Mito,0.00030671162
517,Cells.Cells_RadialDistribution_RadialCV_RNA_3of4,0.00030565856
859,Nuclei.Nuclei_AreaShape_Zernike_9_5,0.00030542238
979,Cells.Cells_Correlation_RWC_Brightfield_ER,0.0003047862
687,Cells.Cells_Neighbors_NumberOfNeighbors_Adjacent,0.00030429967
263,Cytoplasm.Cytoplasm_Granularity_8_AGP,0.00030393567
1188,Nuclei.Nuclei_Granularity_7_DNA,0.0003035988
629,Nuclei.Nuclei_Intensity_MADIntensity_DNA,0.0003028386
374,Nuclei.Nuclei_AreaShape_MinFeretDiameter,0.0003025572
797,Cells.Cells_Correlation_RWC_Mito_ER,0.0003009901
1060,Cells.Cells_Intensity_UpperQuartileIntensity_ER,0.00030039097
1063,Cytoplasm.Cytoplasm_Correlation_RWC_AGP_DNA,0.0003002632
737,Cytoplasm.Cytoplasm_Correlation_K_RNA_Mito,0.00029934742
1312,Cytoplasm.Cytoplasm_AreaShape_Zernike_6_2,0.00029888345
403,Cells.Cells_RadialDistribution_RadialCV_ER_2of4,0.00029873557
1165,Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_4of4,0.00029683288
299,Nuclei.Nuclei_AreaShape_Zernike_3_3,0.00029656905
572,Nuclei.Nuclei_Granularity_9_ER,0.00029651856
78,Nuclei.Nuclei_Intensity_MinIntensityEdge_ER,0.00029598305
711,Nuclei.Nuclei_AreaShape_Zernike_5_3,0.00029329653
1157,Cytoplasm.Cytoplasm_RadialDistribution_RadialCV_Brightfield_4of4,0.00029301984
208,Cells.Cells_Neighbors_FirstClosestDistance_Adjacent,0.00029198214
586,Cells.Cells_RadialDistribution_RadialCV_DNA_1of4,0.000291321
1091,Nuclei.Nuclei_Correlation_K_RNA_ER,0.0002907368
1169,Cells.Cells_Intensity_MaxIntensity_Brightfield,0.0002894913
489,Nuclei.Nuclei_Granularity_1_RNA,0.0002885365
72,Cytoplasm.Cytoplasm_Intensity_UpperQuartileIntensity_DNA,0.00028796575
1244,Nuclei.Nuclei_AreaShape_MaxFeretDiameter,0.00028766997
1149,Nuclei.Nuclei_Correlation_Overlap_DNA_Mito,0.0002875507
643,Nuclei.Nuclei_AreaShape_Zernike_8_6,0.00028749564
213,Cells.Cells_Intensity_MinIntensity_AGP,0.00028736822
394,Nuclei.Nuclei_Correlation_Manders_ER_Mito,0.00028655052
691,Cells.Cells_Intensity_MassDisplacement_AGP,0.00028654668
1103,Cytoplasm.Cytoplasm_AreaShape_EulerNumber,0.00028654485
1034,Cells.Cells_Correlation_Correlation_Mito_RNA,0.00028650105
905,Nuclei.Nuclei_AreaShape_MajorAxisLength,0.00028423822
908,Cytoplasm.Cytoplasm_Intensity_MinIntensityEdge_AGP,0.0002837413
812,Nuclei.Nuclei_RadialDistribution_FracAtD_DNA_3of4,0.00028372914
0,Cells.Cells_Intensity_StdIntensityEdge_RNA,0.0002836285
502,Cells.Cells_RadialDistribution_MeanFrac_RNA_3of4,0.0002828955
716,Cells.Cells_Intensity_MinIntensityEdge_RNA,0.00028255262
1019,Nuclei.Nuclei_Granularity_9_Brightfield,0.00028241568
55,Cells.Cells_Granularity_9_ER,0.00028183887
679,Cells.Cells_Granularity_2_ER,0.0002807982
1015,Cells.Cells_Correlation_K_RNA_ER,0.00028062146
338,Cytoplasm.Cytoplasm_Correlation_K_DNA_Brightfield,0.00028047568
814,Cytoplasm.Cytoplasm_Correlation_RWC_AGP_Mito,0.0002800719
343,Cytoplasm.Cytoplasm_Intensity_MaxIntensity_RNA,0.0002798976
842,Cytoplasm.Cytoplasm_Granularity_15_Brightfield,0.0002791862
520,Nuclei.Nuclei_RadialDistribution_MeanFrac_ER_3of4,0.00027898737
602,Cytoplasm.Cytoplasm_RadialDistribution_RadialCV_RNA_4of4,0.00027873766
958,Cytoplasm.Cytoplasm_RadialDistribution_MeanFrac_ER_3of4,0.00027873676
588,Cells.Cells_AreaShape_Zernike_6_0,0.00027864167
960,Cells.Cells_AreaShape_Zernike_4_0,0.000276878
1196,Cytoplasm.Cytoplasm_Correlation_Overlap_AGP_Brightfield,0.0002767256
224,Cytoplasm.Cytoplasm_Intensity_StdIntensityEdge_ER,0.00027605201
1012,Cytoplasm.Cytoplasm_Intensity_MADIntensity_AGP,0.00027516193
1207,Nuclei.Nuclei_AreaShape_EulerNumber,0.00027504214
153,Nuclei.Nuclei_AreaShape_Extent,0.00027427418
1035,Cytoplasm.Cytoplasm_Granularity_8_Mito,0.0002736793
1032,Cytoplasm.Cytoplasm_Intensity_StdIntensity_Mito,0.00027300292
478,Nuclei.Nuclei_Granularity_5_Brightfield,0.00027087014
654,Nuclei.Nuclei_Correlation_RWC_Mito_Brightfield,0.00027047502
837,Cells.Cells_Correlation_Manders_DNA_RNA,0.00027020765
36,Nuclei.Nuclei_Granularity_15_ER,0.00027016518
232,Nuclei.Nuclei_RadialDistribution_MeanFrac_RNA_3of4,0.00026995005
532,Nuclei.Nuclei_Granularity_4_ER,0.0002679829
292,Nuclei.Nuclei_RadialDistribution_MeanFrac_AGP_3of4,0.00026785597
899,Cytoplasm.Cytoplasm_RadialDistribution_RadialCV_Mito_3of4,0.00026778382
1097,Cells.Cells_RadialDistribution_RadialCV_Brightfield_3of4,0.00026769846
436,Cytoplasm.Cytoplasm_Granularity_5_Brightfield,0.00026686792
780,Cells.Cells_AreaShape_Solidity,0.00026674074
1279,Cytoplasm.Cytoplasm_Correlation_RWC_RNA_ER,0.00026653297
463,Nuclei.Nuclei_Intensity_StdIntensityEdge_RNA,0.00026606518
101,Cytoplasm.Cytoplasm_RadialDistribution_MeanFrac_AGP_2of4,0.00026596268
820,Cells.Cells_Correlation_RWC_Brightfield_AGP,0.0002651893
803,Cytoplasm.Cytoplasm_Intensity_StdIntensity_ER,0.00026497402
236,Cells.Cells_Correlation_K_RNA_Mito,0.00026349653
1301,Cytoplasm.Cytoplasm_Granularity_9_Brightfield,0.0002632247
1172,Cytoplasm.Cytoplasm_Intensity_MeanIntensityEdge_ER,0.00026312214
388,Cells.Cells_Granularity_8_Brightfield,0.00026211847
1054,Cytoplasm.Cytoplasm_Intensity_MeanIntensity_ER,0.00026208838
1173,Nuclei.Nuclei_RadialDistribution_RadialCV_RNA_1of4,0.0002614186
974,Nuclei.Nuclei_Correlation_RWC_ER_DNA,0.0002589025
305,Nuclei.Nuclei_RadialDistribution_RadialCV_AGP_3of4,0.000258031
794,Cells.Cells_RadialDistribution_RadialCV_AGP_4of4,0.00025795854
1267,Cytoplasm.Cytoplasm_RadialDistribution_RadialCV_RNA_1of4,0.00025728738
513,Cytoplasm.Cytoplasm_RadialDistribution_RadialCV_Brightfield_1of4,0.0002547106
