,FeatureNames,Saliency
557,Nuclei.Nuclei_Intensity_LowerQuartileIntensity_DNA,0.00064128794
364,Cytoplasm.Cytoplasm_AreaShape_FormFactor,0.00064093055
458,Cells.Cells_Intensity_StdIntensityEdge_Mito,0.0006396677
1020,Nuclei.Nuclei_RadialDistribution_MeanFrac_RNA_2of4,0.000638765
846,Cytoplasm.Cytoplasm_Granularity_12_Mito,0.0006339442
1117,Nuclei.Nuclei_Correlation_K_ER_Brightfield,0.000633671
902,Cells.Cells_RadialDistribution_RadialCV_AGP_2of4,0.0006333787
291,Cells.Cells_RadialDistribution_FracAtD_ER_1of4,0.00063141435
337,Cytoplasm.Cytoplasm_Correlation_Correlation_DNA_Mito,0.0006309009
679,Cells.Cells_Granularity_2_ER,0.0006263913
407,Cytoplasm.Cytoplasm_Granularity_7_RNA,0.00062623137
824,Cells.Cells_RadialDistribution_FracAtD_ER_2of4,0.00062363374
897,Cells.Cells_Correlation_RWC_ER_AGP,0.0006226204
738,Cytoplasm.Cytoplasm_RadialDistribution_FracAtD_DNA_2of4,0.0006222077
853,Cytoplasm.Cytoplasm_Granularity_13_RNA,0.000621856
1174,Cells.Cells_Granularity_3_RNA,0.00061990233
1261,Nuclei.Nuclei_Granularity_5_ER,0.0006188946
1111,Cytoplasm.Cytoplasm_AreaShape_Zernike_9_3,0.00061538676
196,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_3of4,0.0006142049
35,Cells.Cells_AreaShape_Zernike_5_3,0.00061192684
578,Nuclei.Nuclei_AreaShape_Zernike_6_2,0.0006050739
314,Nuclei.Nuclei_Correlation_Correlation_AGP_Brightfield,0.00060309994
665,Cytoplasm.Cytoplasm_Correlation_K_DNA_ER,0.00060295966
205,Cells.Cells_RadialDistribution_MeanFrac_ER_2of4,0.00060125644
227,Nuclei.Nuclei_AreaShape_Perimeter,0.0006001283
20,Cytoplasm.Cytoplasm_Intensity_MassDisplacement_AGP,0.0005985956
950,Cytoplasm.Cytoplasm_RadialDistribution_MeanFrac_ER_4of4,0.00059809675
243,Nuclei.Nuclei_AreaShape_Zernike_2_0,0.0005957803
340,Nuclei.Nuclei_AreaShape_Zernike_4_4,0.0005950648
561,Cells.Cells_Granularity_12_ER,0.0005939788
871,Cytoplasm.Cytoplasm_Granularity_2_ER,0.0005928818
1317,Nuclei.Nuclei_Granularity_12_ER,0.0005924447
113,Cytoplasm.Cytoplasm_Correlation_RWC_AGP_ER,0.0005921633
421,Cells.Cells_RadialDistribution_RadialCV_ER_3of4,0.00059062237
513,Cytoplasm.Cytoplasm_RadialDistribution_RadialCV_Brightfield_1of4,0.0005895
1044,Cells.Cells_AreaShape_Eccentricity,0.00058873155
562,Cells.Cells_Correlation_RWC_RNA_Mito,0.0005881956
948,Nuclei.Nuclei_RadialDistribution_RadialCV_Mito_3of4,0.00058793946
168,Cytoplasm.Cytoplasm_Granularity_5_ER,0.0005876689
887,Nuclei.Nuclei_Correlation_Overlap_Mito_RNA,0.00058628217
1041,Nuclei.Nuclei_Correlation_Manders_RNA_AGP,0.00058505754
814,Cytoplasm.Cytoplasm_Correlation_RWC_AGP_Mito,0.00058492075
6,Cells.Cells_Correlation_Overlap_DNA_RNA,0.00058428966
1099,Cytoplasm.Cytoplasm_Intensity_MADIntensity_ER,0.00058111857
1321,Cells.Cells_Intensity_StdIntensity_AGP,0.0005803367
676,Nuclei.Nuclei_RadialDistribution_FracAtD_ER_2of4,0.00057860336
1222,Cells.Cells_RadialDistribution_RadialCV_AGP_3of4,0.0005784669
864,Cytoplasm.Cytoplasm_Granularity_12_ER,0.00057840504
673,Nuclei.Nuclei_Correlation_K_AGP_ER,0.00057803787
216,Nuclei.Nuclei_Correlation_RWC_Mito_AGP,0.0005734446
96,Cytoplasm.Cytoplasm_Correlation_RWC_Brightfield_ER,0.0005719006
198,Nuclei.Nuclei_Correlation_RWC_DNA_AGP,0.00057027466
232,Nuclei.Nuclei_RadialDistribution_MeanFrac_RNA_3of4,0.000569384
708,Cytoplasm.Cytoplasm_RadialDistribution_FracAtD_DNA_3of4,0.0005668486
604,Cells.Cells_Intensity_StdIntensity_RNA,0.0005668021
706,Nuclei.Nuclei_Intensity_MassDisplacement_AGP,0.000565122
313,Nuclei.Nuclei_Correlation_Manders_Brightfield_DNA,0.00056129927
1265,Nuclei.Nuclei_RadialDistribution_MeanFrac_AGP_1of4,0.0005611848
330,Cytoplasm.Cytoplasm_Granularity_1_ER,0.00055982056
1178,Cells.Cells_AreaShape_Zernike_2_0,0.00055891514
1186,Cells.Cells_RadialDistribution_RadialCV_DNA_3of4,0.000557133
816,Cells.Cells_Intensity_IntegratedIntensityEdge_ER,0.0005548878
136,Nuclei.Nuclei_Correlation_Manders_ER_RNA,0.00055070186
1022,Nuclei.Nuclei_Correlation_RWC_AGP_Mito,0.0005472411
789,Nuclei.Nuclei_RadialDistribution_RadialCV_DNA_2of4,0.00054718804
112,Cytoplasm.Cytoplasm_AreaShape_Zernike_0_0,0.0005454832
559,Cytoplasm.Cytoplasm_Correlation_RWC_Brightfield_Mito,0.00054055965
539,Cytoplasm.Cytoplasm_AreaShape_Zernike_5_1,0.0005401277
99,Cells.Cells_Granularity_7_Mito,0.00053911115
1315,Cytoplasm.Cytoplasm_Granularity_6_RNA,0.0005385224
689,Nuclei.Nuclei_Correlation_RWC_ER_AGP,0.00053777045
1017,Nuclei.Nuclei_Granularity_14_ER,0.00053771026
639,Nuclei.Nuclei_Granularity_15_Brightfield,0.00053693535
694,Nuclei.Nuclei_AreaShape_Zernike_6_0,0.0005362836
417,Cells.Cells_Granularity_10_RNA,0.0005350223
230,Cells.Cells_AreaShape_Zernike_7_7,0.000534679
731,Nuclei.Nuclei_Intensity_MinIntensity_Brightfield,0.00053435087
586,Cells.Cells_RadialDistribution_RadialCV_DNA_1of4,0.000534211
1175,Nuclei.Nuclei_Intensity_MinIntensityEdge_Brightfield,0.00053375465
446,Cytoplasm.Cytoplasm_Granularity_11_RNA,0.0005317009
1278,Nuclei.Nuclei_Correlation_K_DNA_RNA,0.00053165026
522,Cells.Cells_RadialDistribution_MeanFrac_ER_1of4,0.0005312875
831,Cells.Cells_Granularity_13_RNA,0.00052971434
470,Cytoplasm.Cytoplasm_Correlation_RWC_Mito_ER,0.00052777707
1144,Cytoplasm.Cytoplasm_Correlation_RWC_Mito_RNA,0.000524471
1078,Cytoplasm.Cytoplasm_RadialDistribution_RadialCV_DNA_3of4,0.0005237767
1129,Nuclei.Nuclei_Intensity_MeanIntensity_DNA,0.0005214016
1245,Cells.Cells_Intensity_MADIntensity_Mito,0.00051924575
966,Cytoplasm.Cytoplasm_AreaShape_Zernike_9_7,0.0005169563
278,Nuclei.Nuclei_RadialDistribution_MeanFrac_DNA_4of4,0.0005160092
857,Nuclei.Nuclei_RadialDistribution_MeanFrac_RNA_1of4,0.0005159556
981,Cells.Cells_Granularity_5_ER,0.00051518384
695,Nuclei.Nuclei_Granularity_3_RNA,0.00051341555
938,Nuclei.Nuclei_RadialDistribution_FracAtD_RNA_4of4,0.00051173446
362,Cells.Cells_Granularity_11_Mito,0.00051109295
270,Nuclei.Nuclei_Correlation_Correlation_DNA_ER,0.00051073724
690,Cells.Cells_Granularity_12_Mito,0.000510603
245,Nuclei.Nuclei_RadialDistribution_MeanFrac_Brightfield_4of4,0.0005103813
823,Nuclei.Nuclei_RadialDistribution_RadialCV_Brightfield_3of4,0.00050958776
545,Cytoplasm.Cytoplasm_Intensity_MassDisplacement_Mito,0.0005094768
3,Cytoplasm.Cytoplasm_Parent_Cells,0.0005054922
38,Cytoplasm.Cytoplasm_Granularity_4_RNA,0.0005051838
1149,Nuclei.Nuclei_Correlation_Overlap_DNA_Mito,0.0005014093
1203,Cytoplasm.Cytoplasm_Correlation_RWC_RNA_AGP,0.00049950555
