plate,mAP model,mAP BM
BR00120530,0.09994893504143118,0.1440094439666177
BR00120270,0.10073846201419426,0.1369109875355528
BR00120274,0.07286544604591326,0.1232195063717108
BR00120532,0.07585556912796135,0.1215829097516707
BR00120536,0.02938499551664746,0.122782426330154
BR00120526,0.13309109612921563,0.1415274497148399
